id,ai_response,amplitude,angry,atmosphere,brain_power,concentration_level,content,embarrassment,emotion_extract_id,emotional_cognition_ratio,energy,excitement,extreme_state,file_uri,hesitation,imagination_activity,intensive_thinking,sequence,sexual_arousal_factor,stress,uncertainty,unknown1,unknown2,upset,voice_energy
62ed9a05-8101-46f2-8e4a-500dfbd7129e,XXXX,19284,0,-4,613,613,0,0,9ae3b4c0-b771-4074-9f8d-215ddc78f3b0,76,4,10,0,file://9ae3b4c0-b771-4074-9f8d-215ddc78f3b0.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
5a7c35c1-dbef-4396-a925-ead211bdb15a,XXXX,17444,0,-2,831,831,0,0,0210ec5a-2769-4998-882e-955f850cad17,89,7,23,0,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
019d0de7-61c7-43c7-ac1b-ecede03766ff,XXXX,14978,0,6,891,891,0,0,9ae3b4c0-b771-4074-9f8d-215ddc78f3b0,134,8,16,0,file://9ae3b4c0-b771-4074-9f8d-215ddc78f3b0.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
4749616d-9cdd-4976-8c7c-64b618cccf04,XXXX,32316,0,-6,690,690,0,0,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,58,2,19,0,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
6a48b354-32cc-4063-aacc-9a35b264ab4f,XXXX,16814,0,-2,587,587,0,0,db1b2dd8-63c4-4a45-ae79-3b827b58b02e,56,3,17,4,file://db1b2dd8-63c4-4a45-ae79-3b827b58b02e.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
4d466c56-c5b7-44ca-a6af-c6835c370f3e,XXXX,17444,0,-2,831,831,0,0,1f8d4d62-5e09-4248-91a6-5873be8434c8,89,7,23,0,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
8e636598-72fc-4d36-82ef-a2b7f9764422,XXXX,16814,0,-2,587,587,0,0,794d4666-b4a0-4eb1-a635-a5b89c930824,56,3,17,4,file://794d4666-b4a0-4eb1-a635-a5b89c930824.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
a5156e07-d0a6-4f44-92ca-d7d7a8a65508,XXXX,25968,0,-9,483,483,0,0,0d002ebc-2720-4524-bac6-04adc46eac1f,32,5,7,5,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
42bba00f-178b-4a45-a4ae-2d1e7f0cb8fa,XXXX,19284,0,-4,613,613,0,0,1f8d4d62-5e09-4248-91a6-5873be8434c8,76,4,10,0,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
7b2e9fd0-c928-4444-82c0-e2b129036066,XXXX,5240,0,11,765,765,0,7,eaf8c5c2-f328-44d0-b6ab-50542a62e3f3,98,16,17,2,file://eaf8c5c2-f328-44d0-b6ab-50542a62e3f3.wav-segment_000.wav/,17,8,6,0,0,6,0,8,0,0,15
c6fbd62e-2ebe-4fee-8518-b74dc9fad633,XXXX,7098,0,-3,972,972,0,7,d1a6f8a8-39b1-4668-8b1a-6832748ca613,120,3,16,0,file://d1a6f8a8-39b1-4668-8b1a-6832748ca613.wav-segment_000.wav/,10,0,0,0,0,6,0,9,0,0,16
82e3babc-c49d-4766-95df-566aebf99ee3,XXXX,19284,0,-4,613,613,0,0,0210ec5a-2769-4998-882e-955f850cad17,76,4,10,0,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
867684e7-52a0-4713-bd72-27d7827d805f,XXXX,25968,0,-9,483,483,0,0,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,32,5,7,5,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
cccd6c14-9e99-4a12-b85c-d8588271948f,XXXX,25804,0,-16,918,918,0,0,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,111,4,15,0,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
bd35aa7d-5833-4f65-86b0-2f0fc43752c9,XXXX,32316,0,-6,690,690,0,0,baf1724b-7fcb-43c3-ad50-00af7b348c9a,58,2,19,0,file://baf1724b-7fcb-43c3-ad50-00af7b348c9a.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
ac9779f0-fae1-4e37-b2aa-ced9a982317f,XXXX,13633,0,8,818,818,0,0,90b24f05-9e77-41ee-b138-b74ba8f18a89,102,6,22,0,file://90b24f05-9e77-41ee-b138-b74ba8f18a89.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
82be6d0d-dc91-49cb-bd88-baf505e94591,XXXX,8607,0,20,943,943,0,0,1888a676-b726-418e-b1e6-95cf1702591f,197,16,20,3,file://1888a676-b726-418e-b1e6-95cf1702591f.wav-segment_000.wav/,19,0,0,0,0,0,0,11,0,0,16
df351feb-c8c8-41f1-b2cf-1170b1e617e8,XXXX,14978,0,6,891,891,0,0,86414c54-3d4f-4593-83a6-66bb119d3817,134,8,16,0,file://86414c54-3d4f-4593-83a6-66bb119d3817.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
b1857eee-ecbe-4335-a9d9-1de3a8c6c343,XXXX,17766,0,14,944,944,0,0,537869ab-6775-4465-88d3-afd1b53ce54b,175,9,23,4,file://537869ab-6775-4465-88d3-afd1b53ce54b.wav-segment_000.wav/,15,1,0,0,5,2,0,21,0,0,36
ea586e65-8afd-40d3-b0dc-32900d5305b7,XXXX,16814,0,-2,587,587,0,0,9ae3b4c0-b771-4074-9f8d-215ddc78f3b0,56,3,17,4,file://9ae3b4c0-b771-4074-9f8d-215ddc78f3b0.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
85443fca-2bd7-40e1-8240-2b73f34f5fef,XXXX,8729,0,10,989,989,0,0,edbbf45a-5b3e-46ec-846c-8786349bb469,145,5,22,1,file://edbbf45a-5b3e-46ec-846c-8786349bb469.wav-segment_000.wav/,19,0,0,0,0,1,0,10,0,0,20
d88f7a02-77e6-40f6-a5ad-264a0bfbfaad,XXXX,19284,0,-4,613,613,0,0,583f6bd5-2371-4600-bd49-bf9ef98388e5,76,4,10,0,file://583f6bd5-2371-4600-bd49-bf9ef98388e5.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
2cb2a8a7-9680-49a9-9e0b-c8a764f6fb26,XXXX,17444,0,-2,831,831,0,0,1d23aa3d-224c-4979-98e9-4f979cee03a7,89,7,23,0,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
b26cbfba-75f9-4a8b-a593-cbd0f784208d,XXXX,13633,0,8,818,818,0,0,c5e9a752-49b4-4a0b-b9ab-176194f7e89e,102,6,22,0,file://c5e9a752-49b4-4a0b-b9ab-176194f7e89e.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
6f5f9d3b-8c6b-4752-9e42-868334d33378,XXXX,16814,0,-2,587,587,0,0,86414c54-3d4f-4593-83a6-66bb119d3817,56,3,17,4,file://86414c54-3d4f-4593-83a6-66bb119d3817.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
75926ccb-60fd-42d1-917c-8e0cdce1f2c9,XXXX,6047,0,6,809,809,0,0,611b0016-2344-4413-8709-ecec8c3e298f,80,10,16,0,file://611b0016-2344-4413-8709-ecec8c3e298f.wav-segment_000.wav/,15,6,7,0,0,4,0,6,0,0,12
6b8ebae8-898e-45b5-8d54-9480aa283b26,XXXX,19284,0,-4,613,613,0,0,db45c9af-d27e-434f-b77e-28464658467f,76,4,10,0,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
5c0f1dcb-9635-4146-bd35-a5c36a858e2a,XXXX,25968,0,-9,483,483,0,0,49a6adb4-328d-4374-9682-deaff939034b,32,5,7,5,file://49a6adb4-328d-4374-9682-deaff939034b.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
4a16924b-147d-483a-b5d5-5e12e0145528,XXXX,25804,0,-16,918,918,0,0,583f6bd5-2371-4600-bd49-bf9ef98388e5,111,4,15,0,file://583f6bd5-2371-4600-bd49-bf9ef98388e5.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
4c1a30f1-045a-4361-bbcd-dfeeb92c9c13,XXXX,4129,0,-19,920,920,0,0,10add2ab-c96a-4d7f-84d9-616eae6d420d,170,23,20,3,file://10add2ab-c96a-4d7f-84d9-616eae6d420d.wav-segment_000.wav/,17,0,0,0,0,0,0,7,0,0,14
abbf705c-8168-4224-8550-f3048e14a68a,XXXX,32316,0,-6,690,690,0,0,0210ec5a-2769-4998-882e-955f850cad17,58,2,19,0,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
885d9b81-e33d-4815-8cfc-d8dbbe581c5f,XXXX,24388,0,20,953,953,0,14,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,200,17,19,1,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
e54c2d82-405b-4d44-ba6d-30fb8846e082,XXXX,25804,0,-16,918,918,0,0,1f8d4d62-5e09-4248-91a6-5873be8434c8,111,4,15,0,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
f177dfb2-fcf9-48c3-87fe-5d684c07e4f9,XXXX,25968,0,-9,483,483,0,0,0e616782-4609-4fbd-961f-6277ec55ae82,32,5,7,5,file://0e616782-4609-4fbd-961f-6277ec55ae82.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
cea50480-b17d-4afa-8650-033c26b0655e,XXXX,17766,0,14,944,944,0,0,b43438d8-853d-4ca2-af67-b846e704f7d0,175,9,23,4,file://b43438d8-853d-4ca2-af67-b846e704f7d0.wav-segment_000.wav/,15,1,0,0,5,2,0,21,0,0,36
5c9de867-ea57-4ca2-80eb-b2355575697d,XXXX,16814,0,-2,587,587,0,0,0e616782-4609-4fbd-961f-6277ec55ae82,56,3,17,4,file://0e616782-4609-4fbd-961f-6277ec55ae82.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
277f84e6-1fb5-4153-8192-07a15c7dd41e,XXXX,25968,0,-9,483,483,0,0,1d23aa3d-224c-4979-98e9-4f979cee03a7,32,5,7,5,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
0ff9e15e-e07b-4bd4-8104-08382669afe8,XXXX,16814,0,-2,587,587,0,0,1d23aa3d-224c-4979-98e9-4f979cee03a7,56,3,17,4,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
de07865b-afb4-4d72-9614-cb6868fed1d4,XXXX,32316,0,-6,690,690,0,0,a740b3b0-62e1-4867-a9e3-1d82572676ed,58,2,19,0,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
161dc8f2-ee28-44ad-8050-0051c2d098c8,XXXX,14978,0,6,891,891,0,0,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,134,8,16,0,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
b01198c0-56be-4972-ad90-1f713d0bc415,XXXX,14978,0,6,891,891,0,0,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,134,8,16,0,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
3b5d1801-c32c-4fde-a731-f53dcceff96b,XXXX,17444,0,-2,831,831,0,0,583f6bd5-2371-4600-bd49-bf9ef98388e5,89,7,23,0,file://583f6bd5-2371-4600-bd49-bf9ef98388e5.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
9581b67b-3b3f-48bf-bbe9-e35d42a2b839,XXXX,32316,0,-6,690,690,0,0,86414c54-3d4f-4593-83a6-66bb119d3817,58,2,19,0,file://86414c54-3d4f-4593-83a6-66bb119d3817.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
56362df3-fd72-4b5f-93a1-32b0e98cf89d,XXXX,16814,0,-2,587,587,0,0,8fd72389-5303-441e-ab1b-861625abe87d,56,3,17,4,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
102c981d-fc50-46f8-afc2-f033aa24dee0,XXXX,24388,0,20,953,953,0,14,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,200,17,19,1,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
ff4b5cdd-5002-4759-a3ce-f97d52e5ce05,XXXX,32316,0,-6,690,690,0,0,1d23aa3d-224c-4979-98e9-4f979cee03a7,58,2,19,0,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
85582cb8-6590-4f75-920b-7fe2223e8d1a,XXXX,32316,0,-6,690,690,0,0,0d002ebc-2720-4524-bac6-04adc46eac1f,58,2,19,0,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
7e9b4b30-274e-48ec-961e-3a24eb67d6a3,XXXX,25968,0,-9,483,483,0,0,a740b3b0-62e1-4867-a9e3-1d82572676ed,32,5,7,5,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
283fdc6a-de32-4d91-82d5-2fea33e1a560,XXXX,5136,0,2,793,793,0,0,bee9836a-065b-4d87-a56f-0ff147645f6d,111,8,15,0,file://bee9836a-065b-4d87-a56f-0ff147645f6d.wav-segment_000.wav/,15,0,4,0,0,5,0,7,0,0,14
c02febd4-d390-472a-b6f4-e1f109dd96e0,XXXX,19284,0,-4,613,613,0,0,8fd72389-5303-441e-ab1b-861625abe87d,76,4,10,0,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
e6ae14a2-b229-4521-af53-d3ad11da3b99,XXXX,16814,0,-2,587,587,0,0,49a6adb4-328d-4374-9682-deaff939034b,56,3,17,4,file://49a6adb4-328d-4374-9682-deaff939034b.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
58e6dbf3-fade-4ca5-85d0-dcb154212b1d,XXXX,25968,0,-9,483,483,0,0,794d4666-b4a0-4eb1-a635-a5b89c930824,32,5,7,5,file://794d4666-b4a0-4eb1-a635-a5b89c930824.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
a1b381aa-35ab-459b-99e7-386244c8a9a0,XXXX,32316,0,-6,690,690,0,0,583f6bd5-2371-4600-bd49-bf9ef98388e5,58,2,19,0,file://583f6bd5-2371-4600-bd49-bf9ef98388e5.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
3fbdbeec-4b60-4d84-86b0-507a8e0a3ce3,XXXX,19284,0,-4,613,613,0,0,baf1724b-7fcb-43c3-ad50-00af7b348c9a,76,4,10,0,file://baf1724b-7fcb-43c3-ad50-00af7b348c9a.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
2a582859-e012-49fa-ad47-9186db62d423,XXXX,25804,0,-16,918,918,0,0,49a6adb4-328d-4374-9682-deaff939034b,111,4,15,0,file://49a6adb4-328d-4374-9682-deaff939034b.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
237841dc-ac6d-4df9-a6d7-8b10025a2e85,XXXX,32316,0,-6,690,690,0,0,db1b2dd8-63c4-4a45-ae79-3b827b58b02e,58,2,19,0,file://db1b2dd8-63c4-4a45-ae79-3b827b58b02e.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
1abfc796-8c8c-4fec-90c5-a6aa8bffbc3c,XXXX,16814,0,-2,587,587,0,0,0210ec5a-2769-4998-882e-955f850cad17,56,3,17,4,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
90828f66-756f-4ce6-aaa2-c7086b84d426,XXXX,25804,0,-16,918,918,0,0,a740b3b0-62e1-4867-a9e3-1d82572676ed,111,4,15,0,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
d370f54a-383d-424f-b1b6-28f64707dcee,XXXX,24388,0,20,953,953,0,14,a740b3b0-62e1-4867-a9e3-1d82572676ed,200,17,19,1,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
173f4931-6027-4715-bcf5-5261036f1281,XXXX,14978,0,6,891,891,0,0,0e616782-4609-4fbd-961f-6277ec55ae82,134,8,16,0,file://0e616782-4609-4fbd-961f-6277ec55ae82.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
3548bf53-ecfa-40fa-9878-6a7e14373df6,XXXX,14978,0,6,891,891,0,0,583f6bd5-2371-4600-bd49-bf9ef98388e5,134,8,16,0,file://583f6bd5-2371-4600-bd49-bf9ef98388e5.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
7a0a1039-9908-4003-9920-4a038056be98,XXXX,25804,0,-16,918,918,0,0,baf1724b-7fcb-43c3-ad50-00af7b348c9a,111,4,15,0,file://baf1724b-7fcb-43c3-ad50-00af7b348c9a.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
6447e665-80df-48dd-9f33-90344efd3e1a,XXXX,14978,0,6,891,891,0,0,8fd72389-5303-441e-ab1b-861625abe87d,134,8,16,0,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
15a30be5-7b7c-40d0-9ec7-9641ca11f846,XXXX,25804,0,-16,918,918,0,0,db1b2dd8-63c4-4a45-ae79-3b827b58b02e,111,4,15,0,file://db1b2dd8-63c4-4a45-ae79-3b827b58b02e.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
97b34d7e-d09a-45c0-ac57-ae62973eb1a1,XXXX,24388,0,20,953,953,0,14,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,200,17,19,1,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
7751af18-3dd9-4f93-8556-2a6b2e7fea53,XXXX,19284,0,-4,613,613,0,0,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,76,4,10,0,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
ace3e654-5354-44b6-8e02-86f9bdb9d5b0,XXXX,14978,0,6,891,891,0,0,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,134,8,16,0,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
f57f7f68-8597-483c-be3c-7fb5b21f61b7,XXXX,19284,0,-4,613,613,0,0,86414c54-3d4f-4593-83a6-66bb119d3817,76,4,10,0,file://86414c54-3d4f-4593-83a6-66bb119d3817.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
13674660-16cc-4e86-adb4-e4d42e8e37b8,XXXX,32316,0,-6,690,690,0,0,1f8d4d62-5e09-4248-91a6-5873be8434c8,58,2,19,0,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
604def42-d4fd-47bb-a32c-e5e69c580a96,XXXX,24388,0,20,953,953,0,14,8fd72389-5303-441e-ab1b-861625abe87d,200,17,19,1,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
202063ca-a297-4c75-8618-ae93bedacdbc,XXXX,24388,0,20,953,953,0,14,1f8d4d62-5e09-4248-91a6-5873be8434c8,200,17,19,1,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
b4702f47-a63c-403c-a7ae-7e5259dcb672,XXXX,24388,0,20,953,953,0,14,0d002ebc-2720-4524-bac6-04adc46eac1f,200,17,19,1,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
1ab0570a-2589-4ca9-baad-64257bb94618,XXXX,19284,0,-4,613,613,0,0,49a6adb4-328d-4374-9682-deaff939034b,76,4,10,0,file://49a6adb4-328d-4374-9682-deaff939034b.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
29f6f170-ed84-4eef-9db3-4954f74968b8,XXXX,16814,0,-2,587,587,0,0,db45c9af-d27e-434f-b77e-28464658467f,56,3,17,4,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
5dad937d-e68d-4e7d-9b6f-3ac5eff5590d,XXXX,16814,0,-2,587,587,0,0,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,56,3,17,4,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
5505888c-566a-49bd-a2af-a07eab071bb0,XXXX,17444,0,-2,831,831,0,0,f68925f0-8ed8-4700-8d3c-e5da59ef2871,89,7,23,0,file://f68925f0-8ed8-4700-8d3c-e5da59ef2871.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
bbeb875f-0e78-4ea9-818d-4831b1d2b0ec,XXXX,25804,0,-16,918,918,0,0,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,111,4,15,0,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
8cb41b15-014c-4b04-b19e-bb67ac202981,XXXX,14978,0,6,891,891,0,0,db45c9af-d27e-434f-b77e-28464658467f,134,8,16,0,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
f0580585-a3b3-44b7-887f-460622e85022,XXXX,13633,0,8,818,818,0,0,b7e6d2fe-b524-4625-9e05-d3d1692e7687,102,6,22,0,file://b7e6d2fe-b524-4625-9e05-d3d1692e7687.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
330d415c-1854-4c1e-a9b5-b168c64ee657,XXXX,25804,0,-16,918,918,0,0,0e616782-4609-4fbd-961f-6277ec55ae82,111,4,15,0,file://0e616782-4609-4fbd-961f-6277ec55ae82.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
7294c19c-8ae9-4f06-b1fb-42fcf11243f5,XXXX,16814,0,-2,587,587,0,0,f68925f0-8ed8-4700-8d3c-e5da59ef2871,56,3,17,4,file://f68925f0-8ed8-4700-8d3c-e5da59ef2871.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
5378baed-f345-4aca-8324-3855c6677b1a,XXXX,19284,0,-4,613,613,0,0,0d002ebc-2720-4524-bac6-04adc46eac1f,76,4,10,0,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
50eb3ec6-92ff-419f-93a1-f4b2782c1e90,XXXX,13633,0,8,818,818,0,0,4025da68-326c-41db-b13e-39ab2d7a642f,102,6,22,0,file://4025da68-326c-41db-b13e-39ab2d7a642f.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
df6e7992-267f-40d2-a42e-0623e1c5aa50,XXXX,14978,0,6,891,891,0,0,a740b3b0-62e1-4867-a9e3-1d82572676ed,134,8,16,0,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
36bbe643-7321-49b8-941e-728bc50ae45e,XXXX,7732,0,16,1009,1009,0,0,729bcdc4-b913-44f6-8d01-8c1ab2fa9525,141,7,26,7,file://729bcdc4-b913-44f6-8d01-8c1ab2fa9525.wav-segment_000.wav/,19,3,5,0,6,1,0,9,0,0,18
d9c631fa-3ed2-4ac0-9c18-dc75004df2ae,XXXX,24388,0,20,953,953,0,14,f68925f0-8ed8-4700-8d3c-e5da59ef2871,200,17,19,1,file://f68925f0-8ed8-4700-8d3c-e5da59ef2871.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
0a15b417-5afb-4087-ad68-ac8569db00ae,XXXX,16814,0,-2,587,587,0,0,0d002ebc-2720-4524-bac6-04adc46eac1f,56,3,17,4,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
ab86e54c-ac0e-427e-9c85-2b4e48bbea9f,XXXX,17444,0,-2,831,831,0,0,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,89,7,23,0,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
92120e2f-2029-4c6b-b505-9d339ff70a96,XXXX,25968,0,-9,483,483,0,0,1f8d4d62-5e09-4248-91a6-5873be8434c8,32,5,7,5,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
333f6969-21e3-495b-9519-444a5110c5ff,XXXX,5306,0,13,1029,1029,0,0,cc491aad-eec3-4848-aab9-da1aaac8aa2b,173,8,21,0,file://cc491aad-eec3-4848-aab9-da1aaac8aa2b.wav-segment_000.wav/,12,2,0,0,0,0,0,6,0,0,9
d3152d1d-fc77-4575-b05a-b90c3500d8b7,XXXX,24388,0,20,953,953,0,14,baf1724b-7fcb-43c3-ad50-00af7b348c9a,200,17,19,1,file://baf1724b-7fcb-43c3-ad50-00af7b348c9a.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
f7dbf5e2-3daf-45ca-a835-caa21500205a,XXXX,25968,0,-9,483,483,0,0,9ae3b4c0-b771-4074-9f8d-215ddc78f3b0,32,5,7,5,file://9ae3b4c0-b771-4074-9f8d-215ddc78f3b0.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
c8a2973e-32a2-4271-bb67-a60521763fac,XXXX,25968,0,-9,483,483,0,0,db1b2dd8-63c4-4a45-ae79-3b827b58b02e,32,5,7,5,file://db1b2dd8-63c4-4a45-ae79-3b827b58b02e.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
23b103c0-e54e-41a6-85ba-993216e86aaa,XXXX,19284,0,-4,613,613,0,0,a740b3b0-62e1-4867-a9e3-1d82572676ed,76,4,10,0,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
4a7af015-fd43-4d8d-ba1a-10923688c554,XXXX,25968,0,-9,483,483,0,0,0210ec5a-2769-4998-882e-955f850cad17,32,5,7,5,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
